id,label_str,pred_str,p_A,label_num
0,A,A,0.84389514,1
1,A,A,0.94499469,1
2,A,A,0.96691406,1
3,B,B,0.02442309,0
4,B,B,0.04742587,0
5,B,B,0.09534946,0
6,A,A,0.96485513,1
7,B,B,0.08035747,0
8,A,A,0.78793120,1
9,B,B,0.36296922,0
10,B,B,0.09807932,0
11,B,B,0.06560483,0
12,A,A,0.92840880,1
13,A,A,0.99824536,1
14,B,B,0.17328820,0
15,B,A,0.84389514,0
16,B,B,0.04468087,0
17,A,A,0.99509466,1
18,A,A,0.66541058,1
19,B,B,0.01065251,0
20,B,B,0.04468087,0
21,A,A,0.99728501,1
22,B,A,0.75491500,0
23,B,B,0.39233685,0
24,A,A,0.99752742,1
25,A,A,0.90465051,1
26,A,A,0.97482115,1
27,B,A,0.79818678,0
28,A,A,0.99629277,1
29,B,A,0.67917871,0
30,B,B,0.23370634,0
31,A,A,0.60018831,1
32,B,A,0.56217653,0
33,A,A,0.71859437,1
34,B,A,0.77729988,0
35,B,B,0.03732688,0
36,A,A,0.94334757,1
37,B,B,0.03963884,0
38,B,A,0.50000000,0
39,A,A,0.57749540,1
40,A,A,0.81757444,1
41,A,A,0.71859437,1
42,A,A,0.95114219,1
43,A,A,0.89330941,1
44,B,B,0.11279540,0
45,B,A,0.79818678,0
46,B,A,0.71859437,0
47,A,A,0.98717880,1
48,A,A,0.98549646,1
49,B,A,0.56217653,0
