id,label_str,pred_str,p_A,label_num
0,B,B,0.30735803,0
1,A,A,0.73105854,1
2,A,A,0.93245327,1
3,B,A,0.63703084,0
4,A,B,0.36296922,1
5,B,B,0.22270015,0
6,A,A,0.62245935,1
7,A,A,0.80806720,1
8,B,B,0.07585818,0
9,B,A,0.84389514,0
10,A,B,0.16451645,1
11,A,A,0.79818678,1
12,A,B,0.06754670,1
13,B,A,0.62245935,0
14,A,B,0.45326188,1
15,B,B,0.10087861,0
16,B,A,0.57749540,0
17,B,B,0.37754068,0
18,B,A,0.85195285,0
19,A,A,0.51561993,1
20,A,B,0.06371500,1
21,A,B,0.19193280,1
22,B,A,0.67917871,0
23,B,B,0.32082132,0
24,A,A,0.96036118,1
25,A,A,0.85195285,1
26,B,A,0.85195285,0
27,B,B,0.02595736,0
28,A,A,0.96485513,1
29,B,B,0.16451645,0
30,B,B,0.39233685,0
31,B,A,0.50000000,0
32,B,B,0.12592277,0
33,B,B,0.02161533,0
34,A,A,0.67917871,1
35,A,B,0.18242551,1
36,B,B,0.40733343,0
37,A,A,0.71859437,1
38,A,A,0.99142247,1
39,B,A,0.77729988,0
40,B,B,0.14033625,0
41,A,B,0.32082132,1
42,B,B,0.22270015,0
43,A,A,0.65135491,1
44,A,B,0.18242551,1
45,A,B,0.20181322,1
46,A,A,0.63703084,1
47,B,B,0.13296424,0
48,A,A,0.81757444,1
49,A,A,0.86703575,1
