id,label_str,pred_str,p_A,label_num
0,B,B,0.04468087,0
1,A,A,0.97966766,1
2,A,A,0.99509466,1
3,A,A,0.73105854,1
4,B,B,0.23370634,0
5,A,A,0.62245935,1
6,A,A,0.96691406,1
7,A,A,0.60766321,1
8,A,A,0.76629364,1
9,B,B,0.20181322,0
10,A,B,0.45326188,1
11,A,A,0.97068775,1
12,A,A,0.95257413,1
13,A,B,0.19193280,1
14,B,B,0.12592277,0
15,B,B,0.09009299,0
16,A,A,0.69264197,1
17,A,A,0.94966936,1
18,A,A,0.93991333,1
19,B,B,0.03514485,0
20,A,A,0.90990698,1
21,A,A,0.84389514,1
22,A,B,0.01495709,1
23,B,B,0.13296424,0
24,A,A,0.54673815,1
25,B,B,0.18242551,0
26,B,A,0.80806720,0
27,A,A,0.92840880,1
28,B,A,0.97557688,0
29,A,A,0.81757444,1
30,A,B,0.43782350,1
31,B,B,0.04468087,0
32,A,B,0.46879065,1
33,A,A,0.97702265,1
34,A,A,0.94966936,1
35,B,B,0.42250463,0
36,B,B,0.39233685,0
37,B,A,0.74316794,0
38,A,A,0.88720459,1
39,B,A,0.90465051,0
40,A,A,0.57749540,1
41,A,B,0.21206881,1
42,B,A,0.57749540,0
43,B,A,0.53120941,0
44,A,B,0.21206881,1
45,A,A,0.83548355,1
46,A,B,0.22270015,1
47,A,B,0.17328820,1
48,A,B,0.42250463,1
49,A,B,0.24508502,1
