id,label_str,pred_str,p_A,label_num
0,B,B,0.00000000,0
1,A,A,1.00000000,1
2,A,B,0.46879065,1
3,B,A,0.80806720,0
4,A,B,0.00000029,1
5,B,B,0.00000094,0
6,A,B,0.34864515,1
7,A,A,0.59266663,1
8,B,B,0.00004400,0
9,B,A,0.73105854,0
10,A,A,0.99990392,1
11,A,B,0.00103223,1
12,A,A,0.99970406,1
13,B,B,0.00000373,0
14,A,B,0.01590639,1
15,B,B,0.00000061,0
16,B,A,0.88720459,0
17,B,B,0.00000024,0
18,B,B,0.25683200,0
19,A,A,0.99999952,1
20,A,B,0.00000000,1
21,A,A,0.99972194,1
22,B,A,0.99682730,0
23,B,A,0.98756832,0
24,A,B,0.00029596,1
25,A,A,1.00000000,1
26,B,A,1.00000000,0
27,B,B,0.00004265,0
28,A,A,0.92414182,1
29,B,B,0.00000000,0
30,B,B,0.00000000,0
31,B,B,0.00000146,0
32,B,B,0.00000199,0
33,B,A,0.99592990,0
34,A,A,0.99987662,1
35,A,B,0.00000017,1
36,B,A,0.98831278,0
37,A,B,0.00359360,1
38,A,A,0.99999964,1
39,B,B,0.00020343,0
40,B,B,0.00011592,0
41,A,B,0.00001474,1
42,B,A,0.99999952,0
43,A,B,0.00006605,1
44,A,A,0.99867493,1
45,A,B,0.00000003,1
46,A,B,0.00000212,1
47,B,B,0.00000014,0
48,A,A,0.86703575,1
49,A,B,0.02033235,1
