id,label_str,pred_str,p_A,label_num
0,A,A,0.99908900,1
1,B,B,0.00000273,0
2,B,B,0.00000060,0
3,B,B,0.00000000,0
4,B,A,1.00000000,0
5,A,A,1.00000000,1
6,A,B,0.00103223,1
7,B,A,0.95791227,0
8,A,A,1.00000000,1
9,B,A,0.99999893,0
10,B,A,0.99997067,0
11,A,A,1.00000000,1
12,B,A,0.99946421,0
13,A,A,1.00000000,1
14,B,A,1.00000000,0
15,B,A,1.00000000,0
16,B,A,1.00000000,0
17,B,B,0.00000005,0
18,B,A,0.99999988,0
19,B,A,0.99919587,0
20,A,A,1.00000000,1
21,A,B,0.00000006,1
22,B,A,0.99980289,0
23,B,A,1.00000000,0
24,A,A,1.00000000,1
25,A,A,0.65135491,1
26,B,B,0.04208773,0
27,A,A,1.00000000,1
28,A,A,1.00000000,1
29,B,B,0.00000000,0
30,A,A,0.99999988,1
31,B,A,1.00000000,0
32,B,B,0.00013238,0
33,A,A,0.99999619,1
34,B,A,1.00000000,0
35,A,A,1.00000000,1
36,A,A,1.00000000,1
37,A,A,0.99966466,1
38,A,B,0.00055278,1
39,B,A,1.00000000,0
40,B,A,1.00000000,0
41,A,A,0.62245935,1
42,B,B,0.00000001,0
43,B,A,1.00000000,0
44,B,B,0.00085590,0
45,B,A,1.00000000,0
46,A,A,1.00000000,1
47,B,A,1.00000000,0
48,A,A,0.99999964,1
49,B,B,0.01495709,0
