id,label_str,pred_str,p_A,label_num
0,B,B,0.00035697,0
1,B,A,0.68594944,0
2,B,A,1.00000000,0
3,A,A,0.99998820,1
4,B,A,1.00000000,0
5,B,A,0.99896777,0
6,B,B,0.07369627,0
7,B,A,0.89625138,0
8,A,B,0.00000789,1
9,A,B,0.00000000,1
10,B,B,0.00000037,0
11,B,A,0.95114219,0
12,B,B,0.18242551,0
13,B,A,1.00000000,0
14,A,A,0.99963737,1
15,B,B,0.00000000,0
16,A,B,0.00000000,1
17,B,B,0.00026530,0
18,A,B,0.00000003,1
19,A,A,0.99999869,1
20,A,B,0.00000012,1
21,B,A,1.00000000,0
22,A,B,0.00000000,1
23,B,A,1.00000000,0
24,A,B,0.00051930,1
25,A,B,0.00001778,1
26,B,B,0.04742587,0
27,A,A,1.00000000,1
28,B,A,0.99993789,0
29,B,B,0.00014426,0
30,A,A,1.00000000,1
31,A,A,0.99992514,1
32,A,A,1.00000000,1
33,A,A,1.00000000,1
34,B,A,1.00000000,0
35,B,A,0.53120941,0
36,B,B,0.00002754,0
37,B,A,0.99999404,0
38,B,B,0.00000000,0
39,A,A,0.99999952,1
40,A,A,1.00000000,1
41,A,A,1.00000000,1
42,A,A,1.00000000,1
43,B,A,0.99999464,0
44,B,B,0.02931223,0
45,B,B,0.00000024,0
46,B,A,1.00000000,0
47,B,B,0.34864515,0
48,B,B,0.00003427,0
49,B,B,0.00000035,0
