id,label_str,pred_str,p_A,label_num
0,A,B,0.00002015,1
1,A,A,1.00000000,1
2,B,B,0.00004684,0
3,B,A,1.00000000,0
4,B,B,0.00000001,0
5,B,A,1.00000000,0
6,A,A,1.00000000,1
7,A,A,1.00000000,1
8,A,A,1.00000000,1
9,A,A,0.96741027,1
10,A,A,0.99975461,1
11,A,B,0.00003764,1
12,B,B,0.00000078,0
13,B,B,0.05834584,0
14,B,A,1.00000000,0
15,A,A,0.96691406,1
16,A,A,0.99999380,1
17,B,B,0.00000001,0
18,B,A,1.00000000,0
19,A,A,0.99982053,1
20,A,A,1.00000000,1
21,A,A,1.00000000,1
22,B,A,0.76065069,0
23,B,A,0.99979657,0
24,B,A,0.63703084,0
25,A,B,0.00000002,1
26,A,A,1.00000000,1
27,A,B,0.00000384,1
28,B,A,1.00000000,0
29,B,B,0.00000000,0
30,A,B,0.00001474,1
31,A,B,0.00000012,1
32,B,A,0.99883050,0
33,B,A,0.99917042,0
34,A,A,1.00000000,1
35,A,B,0.00877911,1
36,A,A,1.00000000,1
37,A,B,0.00000840,1
38,B,A,0.99999988,0
39,B,A,0.99999988,0
40,A,A,0.99995995,1
41,B,A,1.00000000,0
42,B,A,0.99999821,0
43,B,B,0.00029596,0
44,B,B,0.00000001,0
45,B,B,0.00000043,0
46,A,A,1.00000000,1
47,A,B,0.05921025,1
48,B,A,0.99999380,0
49,B,A,1.00000000,0
