id,label_str,pred_str,p_A,label_num
0,A,A,1.00000000,1
1,B,A,0.99999452,0
2,B,A,1.00000000,0
3,B,A,0.83655459,0
4,B,B,0.00000000,0
5,A,A,1.00000000,1
6,B,A,1.00000000,0
7,A,A,0.99998701,1
8,B,B,0.00000000,0
9,A,A,1.00000000,1
10,A,B,0.00003764,1
11,A,B,0.07585818,1
12,B,B,0.00000025,0
13,A,B,0.05340333,1
14,A,A,0.99998927,1
15,B,A,0.99999309,0
16,B,A,1.00000000,0
17,A,B,0.00001301,1
18,A,B,0.00000000,1
19,B,A,1.00000000,0
20,A,B,0.00000789,1
21,B,A,1.00000000,0
22,A,A,1.00000000,1
23,B,A,1.00000000,0
24,A,B,0.00000000,1
25,B,A,1.00000000,0
26,B,B,0.00000000,0
27,B,A,0.99961996,0
28,B,B,0.01590639,0
29,B,B,0.00000000,0
30,B,A,0.99999833,0
31,A,B,0.00266261,1
32,A,B,0.00000001,1
33,A,A,0.99999797,1
34,A,B,0.00298103,1
35,A,B,0.00000000,1
36,B,B,0.00000000,0
37,B,A,1.00000000,0
38,A,A,0.99999988,1
39,B,A,0.98858041,0
40,B,A,1.00000000,0
41,A,A,0.99998522,1
42,A,A,0.99999845,1
43,B,A,1.00000000,0
44,B,B,0.13296424,0
45,A,A,1.00000000,1
46,A,B,0.02161533,1
47,B,B,0.20181322,0
48,A,A,0.59266663,1
49,A,A,0.85966372,1
