id,label_str,pred_str,p_A,label_num
0,B,B,0.37754068,0
1,A,B,0.29421496,1
2,B,B,0.36296922,0
3,B,A,0.50000000,0
4,B,A,0.56217653,0
5,B,A,0.50000000,0
6,B,B,0.23370634,0
7,A,A,0.59266663,1
8,B,B,0.33458945,0
9,A,B,0.16451645,1
10,B,B,0.34864515,0
11,A,A,0.78793120,1
12,A,A,0.54673815,1
13,A,B,0.26894143,1
14,B,A,0.62245935,0
15,A,B,0.40733343,1
16,B,B,0.36296922,0
17,B,B,0.30735803,0
18,A,A,0.50000000,1
19,A,A,0.67917871,1
20,B,B,0.29421496,0
21,B,B,0.43782350,0
22,B,B,0.34864515,0
23,A,B,0.30735803,1
24,A,B,0.39233685,1
25,B,B,0.25683200,0
26,A,A,0.60766321,1
27,A,A,0.60766321,1
28,B,B,0.23370634,0
29,A,A,0.66541058,1
30,A,A,0.62245935,1
31,A,A,0.71859437,1
32,A,B,0.34864515,1
33,B,B,0.26894143,0
34,B,B,0.36296922,0
35,B,B,0.15610491,0
36,B,A,0.63703084,0
37,A,B,0.23370634,1
38,A,B,0.40733343,1
39,A,B,0.33458945,1
