id,label_str,pred_str,p_A,label_num
0,A,B,0.46879065,1
1,A,B,0.48438010,1
2,A,B,0.37754068,1
3,B,B,0.45326188,0
4,A,B,0.37754068,1
5,B,B,0.33458945,0
6,B,B,0.42250463,0
7,A,B,0.36296922,1
8,A,B,0.40733343,1
9,A,B,0.46879065,1
10,B,A,0.54673815,0
11,B,B,0.40733343,0
12,B,B,0.45326188,0
13,B,B,0.37754068,0
14,B,B,0.46879065,0
15,A,B,0.46879065,1
16,A,A,0.51561993,1
17,B,B,0.39233685,0
18,B,B,0.45326188,0
19,B,B,0.34864515,0
20,B,A,0.60766321,0
21,A,B,0.46879065,1
22,A,B,0.36296922,1
23,B,A,0.53120941,0
24,A,A,0.62245935,1
25,A,B,0.39233685,1
26,A,B,0.43782350,1
27,B,B,0.45326188,0
28,B,A,0.57749540,0
29,B,B,0.43782350,0
30,B,B,0.43782350,0
31,B,B,0.28140560,0
32,A,B,0.42250463,1
33,A,B,0.45326188,1
34,A,B,0.39233685,1
35,A,A,0.59266663,1
36,A,B,0.42250463,1
37,A,A,0.50000000,1
38,A,B,0.32082132,1
39,B,B,0.45326188,0
