id,label_str,pred_str,p_A,label_num
0,A,A,0.73105854,1
1,A,A,0.94659668,1
2,B,B,0.09534946,0
3,A,A,0.77729988,1
4,B,A,0.99142247,0
5,A,A,0.78793120,1
6,B,A,0.65135491,0
7,B,B,0.00912564,0
8,B,B,0.00555493,0
9,B,B,0.04208773,0
10,B,B,0.02758528,0
11,A,A,0.99477994,1
12,B,A,0.66541058,0
13,B,A,0.69264197,0
14,B,B,0.28140560,0
15,A,A,0.85966372,1
16,B,B,0.19193280,0
17,A,A,0.62245935,1
18,A,A,0.53120941,1
19,B,A,0.74316794,0
20,A,A,0.62245935,1
21,B,A,0.51561993,0
22,B,B,0.00109873,0
23,A,B,0.29421496,1
24,A,A,0.99914408,1
25,A,A,0.62245935,1
26,B,A,0.62245935,0
27,B,B,0.08509904,0
28,A,A,0.50000000,1
29,B,B,0.24508502,0
30,A,A,0.99954176,1
31,B,B,0.10669060,0
32,B,B,0.34864515,0
33,B,B,0.13296424,0
34,B,B,0.01406363,0
35,A,A,0.88720459,1
36,A,B,0.40733343,1
37,B,B,0.02758528,0
38,B,B,0.37754068,0
39,B,B,0.43782350,0
40,A,B,0.26894143,1
41,B,B,0.02297737,0
42,B,B,0.00040448,0
43,A,A,0.51561993,1
44,A,A,0.98831278,1
45,B,A,0.88079703,0
46,B,B,0.28140560,0
47,B,A,0.56217653,0
48,A,A,0.99566853,1
49,B,A,0.87407720,0
