id,label_str,pred_str,p_A,label_num
0,A,B,0.23370634,1
1,B,B,0.01322282,0
2,B,A,0.95791227,0
3,B,A,0.78793120,0
4,B,A,0.59266663,0
5,A,B,0.32082132,1
6,B,B,0.00192673,0
7,A,A,0.51561993,1
8,B,B,0.00669285,0
9,A,A,0.96267307,1
10,A,A,0.99896777,1
11,A,A,0.99964297,1
12,B,B,0.00218272,0
13,A,A,0.99408901,1
14,A,A,0.78793120,1
15,B,B,0.01243165,0
16,B,B,0.00012339,0
17,A,B,0.01001357,1
18,A,A,0.99948066,1
19,B,A,0.56217653,0
20,A,A,0.76065069,1
21,B,B,0.00051930,0
22,A,B,0.00490541,1
23,B,A,0.65135491,0
24,A,B,0.07585818,1
25,B,B,0.00181021,0
26,B,B,0.00124484,0
27,B,A,0.86703575,0
28,B,A,0.93991333,0
29,B,B,0.00023051,0
30,B,B,0.23370634,0
31,A,A,0.99903023,1
32,A,A,0.75491500,1
33,A,A,0.99617553,1
34,A,A,0.99539042,1
35,A,B,0.48438010,1
36,B,B,0.01798621,0
37,B,A,0.66541058,0
38,A,A,0.90990698,1
39,B,A,0.56217653,0
40,B,A,0.71859437,0
41,A,B,0.14033625,1
42,A,A,0.80806720,1
43,B,B,0.45326188,0
44,B,B,0.01406363,0
45,A,A,0.99959558,1
46,A,A,0.96267307,1
47,B,A,0.94334757,0
48,A,B,0.27512974,1
49,A,B,0.06371500,1
