id,label_str,pred_str,p_A,label_num
0,A,A,0.97404259,1
1,A,A,0.98831278,1
2,B,B,0.00317268,0
3,A,B,0.09534946,1
4,A,A,0.74316794,1
5,A,A,0.99509466,1
6,B,A,0.57749540,0
7,B,A,0.93991333,0
8,B,B,0.19193280,0
9,A,A,0.85966372,1
10,B,A,0.92414182,0
11,B,A,0.57749540,0
12,A,B,0.32082132,1
13,B,A,0.99692458,0
14,B,B,0.00232316,0
15,A,B,0.04208773,1
16,A,A,0.56217653,1
17,A,A,0.71859437,1
18,A,A,0.97702265,1
19,A,A,0.88079703,1
20,A,B,0.48438010,1
21,B,B,0.19193280,0
22,A,B,0.22270015,1
23,B,B,0.26894143,0
24,B,B,0.33458945,0
25,B,B,0.46879065,0
26,A,B,0.25683200,1
27,A,B,0.46879065,1
28,A,B,0.14804719,1
29,A,B,0.06754670,1
30,A,B,0.00000542,1
31,A,A,0.89912134,1
32,A,A,0.50000000,1
33,A,B,0.21206881,1
34,B,B,0.40733343,0
35,B,B,0.15610491,0
36,A,A,0.88720459,1
37,A,A,0.98593640,1
38,A,A,0.98201376,1
39,B,A,0.83548355,0
40,B,B,0.45326188,0
41,A,A,0.50000000,1
42,B,A,0.90990698,0
43,B,A,0.96485513,0
44,B,A,0.70578504,0
45,A,B,0.02758528,1
46,A,B,0.30735803,1
47,B,A,0.65135491,0
48,B,A,0.70578504,0
49,A,A,0.66541058,1
