id,label_str,pred_str,p_A,label_num
0,A,B,0.32082132,1
1,A,B,0.30735803,1
2,A,B,0.09534946,1
3,B,B,0.03308598,0
4,B,B,0.06008665,0
5,B,A,0.99242276,0
6,A,B,0.30735803,1
7,B,A,0.84389514,0
8,B,A,0.98593640,0
9,B,A,0.98866826,0
10,A,A,0.53120941,1
11,B,B,0.00037998,0
12,B,B,0.07159120,0
13,B,B,0.00317268,0
14,A,B,0.19193280,1
15,A,A,0.99978346,1
16,B,A,0.74316794,0
17,A,A,0.95257413,1
18,B,A,0.62245935,0
19,A,B,0.00017953,1
20,A,A,0.99818975,1
21,A,A,0.62245935,1
22,B,B,0.00170072,0
23,B,B,0.21206881,0
24,A,B,0.00027803,1
25,B,B,0.00912564,0
26,B,B,0.32082132,0
27,A,A,0.99408901,1
28,A,A,0.99937373,1
29,B,A,0.98201376,0
30,B,B,0.40733343,0
31,A,B,0.00043056,1
32,B,B,0.00460957,0
33,B,B,0.00460957,0
34,B,A,0.96885622,0
35,A,B,0.00359360,1
36,B,B,0.00066670,0
37,A,B,0.01098694,1
38,A,B,0.00857748,1
39,B,B,0.03732688,0
