id,label_str,pred_str,p_A,label_num
0,B,A,0.73105854,0
1,B,B,0.03732688,0
2,B,B,0.05340333,0
3,A,B,0.00628990,1
4,B,A,0.75491500,0
5,B,B,0.42250463,0
6,B,B,0.26894143,0
7,B,B,0.10669060,0
8,A,B,0.03114383,1
9,B,B,0.01243165,0
10,A,A,0.66541058,1
11,B,B,0.45326188,0
12,A,A,0.67917871,1
13,B,B,0.02931223,0
14,B,B,0.03732688,0
15,B,A,0.60766321,0
16,A,A,0.71859437,1
17,B,B,0.02758528,0
18,A,A,0.97966766,1
19,B,B,0.03963884,0
20,B,B,0.01168726,0
21,B,A,0.99989772,0
22,B,B,0.14804719,0
23,A,B,0.00132502,1
24,A,A,0.99029154,1
25,A,B,0.33458945,1
26,A,A,0.50000000,1
27,A,B,0.12592277,1
28,B,B,0.01590639,0
29,B,A,0.95531917,0
30,A,A,0.94966936,1
31,A,B,0.40733343,1
32,B,B,0.32082132,0
33,A,A,0.97068775,1
34,A,A,0.76629364,1
35,A,B,0.00247262,1
36,B,B,0.00555493,0
37,A,A,0.69264197,1
38,B,A,0.54673815,0
39,A,A,0.85195285,1
