id,label_str,pred_str,p_A,label_num
0,A,A,0.66541058,1
1,A,A,0.81757444,1
2,B,B,0.39233685,0
3,B,A,0.90990698,0
4,B,A,0.66541058,0
5,A,A,0.60766321,1
6,A,B,0.20181322,1
7,A,B,0.33458945,1
8,A,A,0.63703084,1
9,B,A,0.59266663,0
10,A,A,0.78793120,1
11,B,A,0.50000000,0
12,A,A,0.53120941,1
13,B,B,0.42250463,0
14,B,B,0.43782350,0
15,A,B,0.45326188,1
16,B,A,0.75491500,0
17,B,A,0.70578504,0
18,A,B,0.25683200,1
19,B,B,0.16451645,0
20,B,A,0.56217653,0
21,B,A,0.74316794,0
22,B,A,0.86703575,0
23,A,A,0.54673815,1
24,A,A,0.56217653,1
25,B,B,0.46879065,0
26,B,A,0.67917871,0
27,A,A,0.51561993,1
28,B,B,0.30735803,0
29,B,A,0.78793120,0
30,A,B,0.40733343,1
31,A,B,0.37754068,1
32,B,A,0.56217653,0
33,A,A,0.53120941,1
34,B,A,0.56217653,0
35,B,A,0.62245935,0
36,B,A,0.53120941,0
37,A,B,0.48438010,1
38,B,B,0.39233685,0
39,B,B,0.48438010,0
