id,label_str,pred_str,p_A,label_num
0,A,B,0.46879065,1
1,B,B,0.33458945,0
2,B,B,0.36296922,0
3,B,A,0.56217653,0
4,B,B,0.33458945,0
5,A,B,0.33458945,1
6,B,A,0.63703084,0
7,B,B,0.36296922,0
8,B,B,0.37754068,0
9,A,A,0.54673815,1
10,B,B,0.42250463,0
11,B,B,0.34864515,0
12,B,B,0.33458945,0
13,A,A,0.51561993,1
14,B,B,0.46879065,0
15,A,A,0.62245935,1
16,B,A,0.67917871,0
17,B,B,0.46879065,0
18,A,A,0.50000000,1
19,A,B,0.37754068,1
20,A,A,0.53120941,1
21,A,A,0.51561993,1
22,B,A,0.53120941,0
23,A,B,0.48438010,1
24,B,A,0.59266663,0
25,A,A,0.73105854,1
26,B,B,0.33458945,0
27,B,B,0.40733343,0
28,A,A,0.75491500,1
29,B,B,0.43782350,0
30,B,B,0.33458945,0
31,B,B,0.40733343,0
32,A,A,0.56217653,1
33,B,B,0.46879065,0
34,A,A,0.53120941,1
35,B,B,0.36296922,0
36,A,B,0.40733343,1
37,B,B,0.37754068,0
38,B,B,0.22270015,0
39,B,A,0.50000000,0
