id,label_str,pred_str,p_A,label_num
0,A,A,0.67917871,1
1,B,A,0.51561993,0
2,A,A,0.59266663,1
3,A,A,0.62245935,1
4,A,B,0.45326188,1
5,A,B,0.33458945,1
6,A,A,0.60766321,1
7,B,B,0.48438010,0
8,A,A,0.56217653,1
9,A,A,0.74316794,1
10,B,A,0.74316794,0
11,B,A,0.62245935,0
12,B,A,0.56217653,0
13,B,B,0.26894143,0
14,A,A,0.56217653,1
15,A,A,0.75491500,1
16,A,A,0.79818678,1
17,B,A,0.51561993,0
18,B,A,0.76629364,0
19,A,B,0.46879065,1
20,A,A,0.63703084,1
21,A,A,0.73105854,1
22,B,B,0.48438010,0
23,B,A,0.63703084,0
24,B,A,0.54673815,0
25,A,A,0.66541058,1
26,B,A,0.53120941,0
27,A,A,0.76629364,1
28,A,A,0.66541058,1
29,A,A,0.70578504,1
30,A,A,0.62245935,1
31,B,A,0.71859437,0
32,B,B,0.14804719,0
33,A,A,0.60766321,1
34,A,B,0.43782350,1
35,B,B,0.36296922,0
36,B,A,0.54673815,0
37,A,B,0.34864515,1
38,B,B,0.48438010,0
39,A,A,0.66541058,1
