id,label_str,pred_str,p_A,label_num
0,A,B,0.30735803,1
1,B,B,0.32082132,0
2,B,B,0.46879065,0
3,B,B,0.25683200,0
4,B,A,0.67917871,0
5,A,A,0.74316794,1
6,B,A,0.80806720,0
7,A,B,0.34864515,1
8,B,A,0.56217653,0
9,A,A,0.51561993,1
10,A,A,0.60766321,1
11,A,B,0.45326188,1
12,B,A,0.53120941,0
13,A,B,0.22270015,1
14,A,A,0.90465051,1
15,B,A,0.98409361,0
16,B,A,0.51561993,0
17,A,A,0.90990698,1
18,A,B,0.46879065,1
19,B,A,0.59266663,0
20,A,A,0.75491500,1
21,B,B,0.48438010,0
22,A,A,0.63703084,1
23,B,A,0.59266663,0
24,A,B,0.33458945,1
25,B,A,0.71859437,0
26,B,A,0.63703084,0
27,B,B,0.19193280,0
28,B,A,0.50000000,0
29,B,B,0.29421496,0
30,B,A,0.62245935,0
31,A,B,0.37754068,1
32,A,B,0.37754068,1
33,A,B,0.23370634,1
34,A,B,0.28140560,1
35,A,A,0.98409361,1
36,B,A,0.75491500,0
37,B,A,0.78793120,0
38,A,A,0.59266663,1
39,B,A,0.56217653,0
40,B,A,0.74316794,0
41,A,A,0.71859437,1
42,A,A,0.62245935,1
43,B,A,0.77729988,0
44,B,A,0.79818678,0
45,A,B,0.36296922,1
46,A,A,0.50000000,1
47,B,A,0.69264197,0
48,A,A,0.57749540,1
49,A,A,0.91490096,1
