id,label_str,pred_str,p_A,label_num
0,A,A,0.54673815,1
1,B,A,0.53120941,0
2,B,A,0.53120941,0
3,B,A,0.54673815,0
4,A,B,0.45326188,1
5,A,A,0.66541058,1
6,B,B,0.36296922,0
7,B,B,0.48438010,0
8,B,A,0.57749540,0
9,A,A,0.59266663,1
10,A,A,0.59266663,1
11,B,A,0.57749540,0
12,B,B,0.48438010,0
13,A,A,0.50000000,1
14,A,A,0.50000000,1
15,A,A,0.53120941,1
16,A,A,0.54673815,1
17,B,A,0.62245935,0
18,B,A,0.50000000,0
19,B,A,0.51561993,0
20,B,B,0.48438010,0
21,A,A,0.60766321,1
22,A,A,0.57749540,1
23,A,A,0.56217653,1
24,A,A,0.60766321,1
25,A,A,0.60766321,1
26,B,B,0.33458945,0
27,B,B,0.46879065,0
28,A,A,0.53120941,1
29,B,A,0.51561993,0
30,B,A,0.57749540,0
31,A,B,0.46879065,1
32,A,B,0.40733343,1
33,B,B,0.40733343,0
34,A,A,0.56217653,1
35,B,B,0.45326188,0
36,B,A,0.60766321,0
37,B,A,0.57749540,0
38,A,A,0.50000000,1
39,B,A,0.51561993,0
40,A,A,0.56217653,1
41,B,B,0.45326188,0
42,A,A,0.67917871,1
43,A,A,0.56217653,1
44,A,A,0.53120941,1
45,A,A,0.66541058,1
46,B,B,0.48438010,0
47,A,A,0.56217653,1
48,B,A,0.56217653,0
49,A,A,0.54673815,1
