id,label_str,pred_str,p_A,label_num
0,B,B,0.42250463,0
1,B,A,0.53120941,0
2,B,A,0.54673815,0
3,B,A,0.60766321,0
4,B,B,0.45326188,0
5,B,B,0.45326188,0
6,A,B,0.43782350,1
7,B,A,0.71859437,0
8,B,B,0.40733343,0
9,B,A,0.63703084,0
10,B,A,0.65135491,0
11,B,B,0.46879065,0
12,B,A,0.54673815,0
13,A,A,0.51561993,1
14,A,A,0.57749540,1
15,B,A,0.54673815,0
16,B,B,0.45326188,0
17,A,B,0.30735803,1
18,A,B,0.45326188,1
19,A,A,0.50000000,1
20,B,B,0.48438010,0
21,A,A,0.59266663,1
22,A,B,0.46879065,1
23,B,B,0.45326188,0
24,A,A,0.54673815,1
25,B,A,0.62245935,0
26,B,B,0.30735803,0
27,A,A,0.59266663,1
28,B,A,0.51561993,0
29,B,B,0.46879065,0
30,A,A,0.62245935,1
31,B,A,0.62245935,0
32,A,B,0.45326188,1
33,A,A,0.51561993,1
34,B,B,0.48438010,0
35,A,B,0.45326188,1
36,A,A,0.53120941,1
37,A,A,0.56217653,1
38,B,B,0.43782350,0
39,A,B,0.33458945,1
40,A,B,0.40733343,1
41,A,A,0.50000000,1
42,B,B,0.43782350,0
43,B,B,0.43782350,0
44,A,A,0.59266663,1
45,A,A,0.69264197,1
46,A,A,0.73105854,1
47,A,B,0.48438010,1
48,B,A,0.53120941,0
49,A,A,0.56217653,1
