id,label_str,pred_str,p_A,label_num
0,B,B,0.22270015,0
1,A,B,0.22270015,1
2,A,B,0.18242551,1
3,B,A,0.99767691,0
4,A,A,0.92414182,1
5,B,B,0.24508502,0
6,B,A,0.98504293,0
7,B,B,0.15610491,0
8,B,B,0.04208773,0
9,A,B,0.00218272,1
10,B,B,0.06371500,0
11,A,A,0.63703084,1
12,B,B,0.03963884,0
13,A,B,0.10087861,1
14,A,B,0.40733343,1
15,B,B,0.09534946,0
16,A,B,0.45326188,1
17,A,A,0.98593640,1
18,B,A,0.98409361,0
19,A,A,0.78793120,1
20,B,B,0.00170072,0
21,A,A,0.56217653,1
22,A,B,0.15610491,1
23,A,B,0.33458945,1
24,B,A,0.91490096,0
25,B,B,0.39233685,0
26,B,B,0.08035747,0
27,B,B,0.18242551,0
28,B,B,0.00359360,0
29,A,B,0.03732688,1
30,A,B,0.00806199,1
31,A,A,0.95531917,1
32,A,A,0.75491500,1
33,B,B,0.00433150,0
34,B,B,0.37754068,0
35,A,A,0.63703084,1
36,A,A,0.84389514,1
37,B,A,0.86703575,0
38,A,A,0.66541058,1
39,A,B,0.02931223,1
