id,label_str,pred_str,p_A,label_num
0,B,B,0.20181322,0
1,A,A,0.51561993,1
2,B,B,0.32082132,0
3,B,B,0.29421496,0
4,A,B,0.33458945,1
5,A,B,0.29421496,1
6,A,A,0.59266663,1
7,A,B,0.33458945,1
8,B,B,0.32082132,0
9,B,B,0.28140560,0
10,A,B,0.26894143,1
11,B,B,0.25683200,0
12,B,B,0.48438010,0
13,B,B,0.48438010,0
14,B,B,0.20181322,0
15,B,A,0.54673815,0
16,A,A,0.69264197,1
17,B,A,0.56217653,0
18,A,B,0.37754068,1
19,A,B,0.33458945,1
20,A,A,0.51561993,1
21,A,B,0.25683200,1
22,B,B,0.18242551,0
23,A,B,0.39233685,1
24,A,A,0.70578504,1
25,B,B,0.37754068,0
26,B,B,0.30735803,0
27,A,A,0.73105854,1
28,B,A,0.59266663,0
29,A,A,0.60766321,1
30,B,B,0.36296922,0
31,B,B,0.32082132,0
32,A,B,0.39233685,1
33,B,A,0.56217653,0
34,B,B,0.30735803,0
35,B,B,0.20181322,0
36,A,B,0.45326188,1
37,B,B,0.42250463,0
38,B,A,0.75491500,0
39,A,A,0.56217653,1
