id,label_str,pred_str,p_A,label_num
0,B,A,0.63703084,0
1,B,B,0.37754068,0
2,B,B,0.20181322,0
3,B,B,0.48438010,0
4,A,B,0.45326188,1
5,A,B,0.46879065,1
6,B,B,0.43782350,0
7,B,B,0.45326188,0
8,A,B,0.34864515,1
9,B,B,0.45326188,0
10,B,B,0.40733343,0
11,B,B,0.18242551,0
12,B,B,0.32082132,0
13,B,B,0.30735803,0
14,B,B,0.30735803,0
15,A,A,0.50000000,1
16,A,A,0.59266663,1
17,A,B,0.46879065,1
18,A,B,0.34864515,1
19,B,B,0.37754068,0
20,B,B,0.36296922,0
21,A,B,0.24508502,1
22,B,B,0.43782350,0
23,B,B,0.25683200,0
24,A,A,0.51561993,1
25,B,A,0.62245935,0
26,A,A,0.54673815,1
27,B,A,0.50000000,0
28,B,B,0.40733343,0
29,A,B,0.42250463,1
30,A,B,0.40733343,1
31,B,B,0.23370634,0
32,B,A,0.53120941,0
33,B,B,0.30735803,0
34,A,B,0.46879065,1
35,A,B,0.46879065,1
36,B,B,0.40733343,0
37,A,A,0.57749540,1
38,B,B,0.46879065,0
39,B,B,0.21206881,0
40,A,A,0.62245935,1
41,A,B,0.36296922,1
42,A,B,0.46879065,1
43,A,B,0.37754068,1
44,B,B,0.42250463,0
45,B,A,0.50000000,0
46,B,B,0.42250463,0
47,B,A,0.62245935,0
48,B,B,0.46879065,0
49,A,B,0.45326188,1
