id,label_str,pred_str,p_A,label_num
0,B,B,0.45326188,0
1,B,B,0.40733343,0
2,B,B,0.28140560,0
3,A,B,0.37754068,1
4,A,A,0.85195285,1
5,B,B,0.22270015,0
6,A,B,0.33458945,1
7,A,A,0.79818678,1
8,A,B,0.33458945,1
9,A,A,0.63703084,1
10,A,A,0.53120941,1
11,A,A,0.53120941,1
12,B,A,0.63703084,0
13,A,A,0.63703084,1
14,A,B,0.48438010,1
15,B,B,0.26894143,0
16,A,B,0.24508502,1
17,B,B,0.25683200,0
18,B,B,0.14804719,0
19,A,A,0.57749540,1
20,A,B,0.43782350,1
21,B,A,0.96377999,0
22,A,A,0.51561993,1
23,B,B,0.23370634,0
24,A,B,0.48438010,1
25,B,B,0.18242551,0
26,B,B,0.28140560,0
27,B,B,0.39233685,0
28,B,B,0.16451645,0
29,B,B,0.46879065,0
30,B,A,0.77729988,0
31,A,A,0.51561993,1
32,A,B,0.28140560,1
33,B,B,0.30735803,0
34,A,B,0.48438010,1
35,A,A,0.56217653,1
36,A,B,0.46879065,1
37,B,A,0.63703084,0
38,A,B,0.21206881,1
39,B,A,0.56217653,0
40,B,B,0.43782350,0
41,A,A,0.51561993,1
42,B,B,0.32082132,0
43,B,B,0.39233685,0
44,A,A,0.57749540,1
45,B,B,0.21206881,0
46,B,B,0.34864515,0
47,A,B,0.37754068,1
48,A,B,0.45326188,1
49,A,B,0.42250463,1
